"full_name","rushing_yds"
"76544","LaRod Stephens-Howling",-2
"76545","LaRod Stephens-Howling",-3
"76546","LaRod Stephens-Howling",11
"76547","LaRod Stephens-Howling",0
"76548","LaRod Stephens-Howling",1
"76549","LaRod Stephens-Howling",5
"76550","LaRod Stephens-Howling",4
"76551","LaRod Stephens-Howling",5
"76552","LaRod Stephens-Howling",1
"76553","LaRod Stephens-Howling",3
"76554","LaRod Stephens-Howling",2
"76555","LaRod Stephens-Howling",2
"76556","LaRod Stephens-Howling",1
"76557","LaRod Stephens-Howling",6
"76558","LaRod Stephens-Howling",3
"76559","LaRod Stephens-Howling",5
"76560","LaRod Stephens-Howling",11
"76561","LaRod Stephens-Howling",5
"76562","LaRod Stephens-Howling",0
"76563","LaRod Stephens-Howling",-1
"76564","LaRod Stephens-Howling",-2
"76565","LaRod Stephens-Howling",6
"76566","LaRod Stephens-Howling",3
"76567","LaRod Stephens-Howling",40
"76568","LaRod Stephens-Howling",-1
"76569","LaRod Stephens-Howling",1
"76570","LaRod Stephens-Howling",5
"76571","LaRod Stephens-Howling",4
"76572","LaRod Stephens-Howling",7
"76573","LaRod Stephens-Howling",-4
"76574","LaRod Stephens-Howling",52
"76575","LaRod Stephens-Howling",-1
"76576","LaRod Stephens-Howling",5
"76577","LaRod Stephens-Howling",2
"76578","LaRod Stephens-Howling",-1
"76579","LaRod Stephens-Howling",-3
"76580","LaRod Stephens-Howling",2
"76581","LaRod Stephens-Howling",1
"76582","LaRod Stephens-Howling",1
"76583","LaRod Stephens-Howling",0
"76584","LaRod Stephens-Howling",0
"76585","LaRod Stephens-Howling",8
"76586","LaRod Stephens-Howling",0
"76587","LaRod Stephens-Howling",1
"76588","LaRod Stephens-Howling",1
"76589","LaRod Stephens-Howling",1
"76590","LaRod Stephens-Howling",4
"76591","LaRod Stephens-Howling",14
"76592","LaRod Stephens-Howling",2
"76593","LaRod Stephens-Howling",3
"76594","LaRod Stephens-Howling",-3
"76595","LaRod Stephens-Howling",4
"76596","LaRod Stephens-Howling",0
"76597","LaRod Stephens-Howling",3
"76598","LaRod Stephens-Howling",0
"76599","LaRod Stephens-Howling",1
"76600","LaRod Stephens-Howling",4
"76601","LaRod Stephens-Howling",0
"76602","LaRod Stephens-Howling",3
"76603","LaRod Stephens-Howling",1
"76604","LaRod Stephens-Howling",3
"76605","LaRod Stephens-Howling",2
"76606","LaRod Stephens-Howling",3
"76607","LaRod Stephens-Howling",-1
"61230","LaRod Stephens-Howling",2
"61231","LaRod Stephens-Howling",1
"61232","LaRod Stephens-Howling",5
"61233","LaRod Stephens-Howling",4
"61234","LaRod Stephens-Howling",4
"61235","LaRod Stephens-Howling",3
"111972","Larry Johnson",5
"111973","Larry Johnson",-4
"111974","Larry Johnson",-1
"111975","Larry Johnson",3
"111976","Larry Johnson",7
"111977","Larry Johnson",1
"111978","Larry Johnson",2
"111979","Larry Johnson",2
"111980","Larry Johnson",4
"111981","Larry Johnson",2
"111982","Larry Johnson",-1
"111983","Larry Johnson",3
"111984","Larry Johnson",4
"111985","Larry Johnson",6
"111986","Larry Johnson",4
"111987","Larry Johnson",4
"111988","Larry Johnson",9
"111989","Larry Johnson",6
"111990","Larry Johnson",1
"111991","Larry Johnson",0
"111992","Larry Johnson",1
"111993","Larry Johnson",-6
"111994","Larry Johnson",5
"111995","Larry Johnson",3
"111996","Larry Johnson",6
"111997","Larry Johnson",10
"111998","Larry Johnson",2
"111999","Larry Johnson",2
"112000","Larry Johnson",2
"112001","Larry Johnson",7
"112002","Larry Johnson",-2
"112003","Larry Johnson",6
"112004","Larry Johnson",0
"112005","Larry Johnson",3
"112006","Larry Johnson",2
"112007","Larry Johnson",1
"112008","Larry Johnson",-1
"112009","Larry Johnson",1
"112010","Larry Johnson",1
"112011","Larry Johnson",-4
"112012","Larry Johnson",3
"112013","Larry Johnson",2
"112014","Larry Johnson",0
"112015","Larry Johnson",0
"112016","Larry Johnson",0
"112017","Larry Johnson",12
"112018","Larry Johnson",5
"112019","Larry Johnson",-1
"112020","Larry Johnson",2
"112021","Larry Johnson",14
"112022","Larry Johnson",3
"112023","Larry Johnson",0
"112024","Larry Johnson",0
"112025","Larry Johnson",0
"112026","Larry Johnson",2
"112027","Larry Johnson",8
"112028","Larry Johnson",7
"112029","Larry Johnson",5
"112030","Larry Johnson",0
"112031","Larry Johnson",1
"112032","Larry Johnson",4
"112033","Larry Johnson",15
"112034","Larry Johnson",2
"112035","Larry Johnson",2
"112036","Larry Johnson",10
"112037","Larry Johnson",3
"112038","Larry Johnson",0
"112039","Larry Johnson",-1
"112040","Larry Johnson",7
"112041","Larry Johnson",-5
"112042","Larry Johnson",-1
"112043","Larry Johnson",-6
"112044","Larry Johnson",4
"112045","Larry Johnson",1
"112046","Larry Johnson",-6
"112047","Larry Johnson",1
"112048","Larry Johnson",3
"112049","Larry Johnson",2
"112050","Larry Johnson",1
"112051","Larry Johnson",1
"112052","Larry Johnson",2
"112053","Larry Johnson",3
"112054","Larry Johnson",2
"112055","Larry Johnson",3
"112056","Larry Johnson",5
"112057","Larry Johnson",-7
"112058","Larry Johnson",-1
"112059","Larry Johnson",8
"112060","Larry Johnson",10
"112061","Larry Johnson",3
"112062","Larry Johnson",0
"112063","Larry Johnson",1
"112064","Larry Johnson",1
"112065","Larry Johnson",1
"112066","Larry Johnson",1
"112067","Larry Johnson",11
"112068","Larry Johnson",1
"112069","Larry Johnson",6
"112070","Larry Johnson",17
"112071","Larry Johnson",1
"112072","Larry Johnson",3
"112073","Larry Johnson",10
"112074","Larry Johnson",2
"112075","Larry Johnson",3
"112076","Larry Johnson",5
"112077","Larry Johnson",2
"112078","Larry Johnson",12
"112079","Larry Johnson",2
"112080","Larry Johnson",1
"112081","Larry Johnson",4
"112082","Larry Johnson",2
"112083","Larry Johnson",2
"112084","Larry Johnson",0
"112085","Larry Johnson",-4
"112086","Larry Johnson",0
"112087","Larry Johnson",1
"112088","Larry Johnson",3
"112089","Larry Johnson",3
"112090","Larry Johnson",4
"112091","Larry Johnson",1
"112092","Larry Johnson",2
"112093","Larry Johnson",9
"112094","Larry Johnson",2
"112095","Larry Johnson",4
"112096","Larry Johnson",2
"112097","Larry Johnson",1
"112098","Larry Johnson",4
"112099","Larry Johnson",9
"112100","Larry Johnson",4
"112101","Larry Johnson",3
"112102","Larry Johnson",-1
"112103","Larry Johnson",-1
"112104","Larry Johnson",-3
"112105","Larry Johnson",8
"112106","Larry Johnson",10
"112107","Larry Johnson",12
"112108","Larry Johnson",13
"112109","Larry Johnson",7
"112110","Larry Johnson",4
"112111","Larry Johnson",3
"112112","Larry Johnson",2
"112113","Larry Johnson",2
"112114","Larry Johnson",5
"112115","Larry Johnson",8
"112116","Larry Johnson",2
"112117","Larry Johnson",8
"112118","Larry Johnson",4
"112119","Larry Johnson",0
"112120","Larry Johnson",4
"112121","Larry Johnson",0
"112122","Larry Johnson",1
"112123","Larry Johnson",5
"112124","Larry Johnson",0
"112125","Larry Johnson",3
"112126","Larry Johnson",4
"112127","Larry Johnson",10
"112128","Larry Johnson",1
"112129","Larry Johnson",3
"112130","Larry Johnson",0
"112131","Larry Johnson",3
"112132","Larry Johnson",1
"112133","Larry Johnson",-3
"112134","Larry Johnson",9
"112135","Larry Johnson",2
"112136","Larry Johnson",27
"112137","Larry Johnson",2
"112138","Larry Johnson",1
"112139","Larry Johnson",2
"112140","Larry Johnson",6
"112141","Larry Johnson",9
"112142","Larry Johnson",2
"112143","Larry Johnson",-8
"112144","Larry Johnson",4
"112145","Larry Johnson",1
"112146","Larry Johnson",22
"112147","Larry Johnson",-1
"112148","Larry Johnson",10
"112149","Larry Johnson",-1
"105234","Larry Johnson",1
"105235","Larry Johnson",1
"105236","Larry Johnson",7
"105237","Larry Johnson",3
"105238","Larry Johnson",-10
"94273","Larry Johnson",2
"52177","Latavius Murray",6
"52178","Latavius Murray",1
"52179","Latavius Murray",0
"52180","Latavius Murray",0
"52181","Latavius Murray",1
"52182","Latavius Murray",3
"52183","Latavius Murray",14
"52184","Latavius Murray",23
"52185","Latavius Murray",5
"52186","Latavius Murray",1
"52187","Latavius Murray",6
"52188","Latavius Murray",11
"52189","Latavius Murray",90
"52190","Latavius Murray",5
"52191","Latavius Murray",0
"52192","Latavius Murray",2
"52193","Latavius Murray",4
"52194","Latavius Murray",15
"52195","Latavius Murray",3
"52196","Latavius Murray",2
"52197","Latavius Murray",4
"52198","Latavius Murray",4
"52199","Latavius Murray",6
"52200","Latavius Murray",3
"52201","Latavius Murray",0
"52202","Latavius Murray",-4
"52203","Latavius Murray",3
"52204","Latavius Murray",2
"52205","Latavius Murray",1
"52206","Latavius Murray",3
"52207","Latavius Murray",-2
"52208","Latavius Murray",1
"52209","Latavius Murray",6
"52210","Latavius Murray",2
"52211","Latavius Murray",16
"52212","Latavius Murray",5
"52213","Latavius Murray",0
"52214","Latavius Murray",5
"52215","Latavius Murray",3
"52216","Latavius Murray",5
"52217","Latavius Murray",2
"52218","Latavius Murray",25
"52219","Latavius Murray",2
"52220","Latavius Murray",1
"52221","Latavius Murray",3
"52222","Latavius Murray",3
"52223","Latavius Murray",4
"52224","Latavius Murray",4
"52225","Latavius Murray",2
"52226","Latavius Murray",6
"52227","Latavius Murray",1
"52228","Latavius Murray",0
"52229","Latavius Murray",-3
"52230","Latavius Murray",1
"52231","Latavius Murray",0
"52232","Latavius Murray",-1
"52233","Latavius Murray",15
"52234","Latavius Murray",9
"52235","Latavius Murray",5
"52236","Latavius Murray",-2
"52237","Latavius Murray",2
"52238","Latavius Murray",25
"52239","Latavius Murray",4
"52240","Latavius Murray",17
"52241","Latavius Murray",0
"52242","Latavius Murray",5
"52243","Latavius Murray",4
"52244","Latavius Murray",0
"52245","Latavius Murray",1
"52246","Latavius Murray",0
"52247","Latavius Murray",-2
"52248","Latavius Murray",-1
"52249","Latavius Murray",1
"52250","Latavius Murray",3
"52251","Latavius Murray",5
"52252","Latavius Murray",8
"52253","Latavius Murray",-2
"52254","Latavius Murray",3
"52255","Latavius Murray",7
"52256","Latavius Murray",0
"52257","Latavius Murray",5
"52258","Latavius Murray",7
"34004","Latavius Murray",2
"34005","Latavius Murray",2
"34006","Latavius Murray",7
"34007","Latavius Murray",2
"34008","Latavius Murray",3
"34009","Latavius Murray",5
"34010","Latavius Murray",1
"34011","Latavius Murray",0
"34012","Latavius Murray",12
"34013","Latavius Murray",8
"34014","Latavius Murray",2
"34015","Latavius Murray",2
"34016","Latavius Murray",2
"34017","Latavius Murray",4
"34018","Latavius Murray",5
"34019","Latavius Murray",5
"34020","Latavius Murray",1
"34021","Latavius Murray",7
"34022","Latavius Murray",9
"34023","Latavius Murray",7
"34024","Latavius Murray",6
"34025","Latavius Murray",5
"34026","Latavius Murray",2
"34027","Latavius Murray",3
"34028","Latavius Murray",3
"34029","Latavius Murray",4
"34030","Latavius Murray",-2
"34031","Latavius Murray",2
"34032","Latavius Murray",0
"34033","Latavius Murray",2
"34034","Latavius Murray",0
"34035","Latavius Murray",0
"34036","Latavius Murray",-1
"34037","Latavius Murray",8
"34038","Latavius Murray",4
"34039","Latavius Murray",6
"34040","Latavius Murray",7
"34041","Latavius Murray",4
"34042","Latavius Murray",1
"34043","Latavius Murray",20
"34044","Latavius Murray",54
"34045","Latavius Murray",4
"34046","Latavius Murray",3
"34047","Latavius Murray",2
"34048","Latavius Murray",5
"34049","Latavius Murray",2
"34050","Latavius Murray",6
"34051","Latavius Murray",2
"34052","Latavius Murray",4
"34053","Latavius Murray",1
"34054","Latavius Murray",4
"34055","Latavius Murray",1
"34056","Latavius Murray",0
"34057","Latavius Murray",0
"34058","Latavius Murray",7
"34059","Latavius Murray",6
"34060","Latavius Murray",1
"34061","Latavius Murray",8
"34062","Latavius Murray",3
"34063","Latavius Murray",7
"34064","Latavius Murray",6
"34065","Latavius Murray",2
"34066","Latavius Murray",2
"34067","Latavius Murray",1
"34068","Latavius Murray",3
"34069","Latavius Murray",1
"34070","Latavius Murray",2
"34071","Latavius Murray",0
"34072","Latavius Murray",11
"34073","Latavius Murray",1
"34074","Latavius Murray",0
"34075","Latavius Murray",6
"34076","Latavius Murray",-1
"34077","Latavius Murray",2
"34078","Latavius Murray",2
"34079","Latavius Murray",3
"34080","Latavius Murray",4
"34081","Latavius Murray",0
"34082","Latavius Murray",4
"34083","Latavius Murray",3
"34084","Latavius Murray",4
"34085","Latavius Murray",1
"34086","Latavius Murray",1
"34087","Latavius Murray",14
"34088","Latavius Murray",2
"34089","Latavius Murray",17
"34090","Latavius Murray",1
"34091","Latavius Murray",3
"34092","Latavius Murray",2
"34093","Latavius Murray",6
"34094","Latavius Murray",24
"34095","Latavius Murray",4
"34096","Latavius Murray",1
"34097","Latavius Murray",3
"34098","Latavius Murray",3
"34099","Latavius Murray",3
"34100","Latavius Murray",26
"34101","Latavius Murray",6
"34102","Latavius Murray",1
"34103","Latavius Murray",6
"34104","Latavius Murray",1
"34105","Latavius Murray",0
"34106","Latavius Murray",12
"34107","Latavius Murray",2
"34108","Latavius Murray",12
"34109","Latavius Murray",2
"34110","Latavius Murray",8
"34111","Latavius Murray",2
"34112","Latavius Murray",0
"34113","Latavius Murray",25
"34114","Latavius Murray",0
"34115","Latavius Murray",9
"34116","Latavius Murray",2
"34117","Latavius Murray",0
"34118","Latavius Murray",-2
"34119","Latavius Murray",1
"34120","Latavius Murray",44
"34121","Latavius Murray",3
"34122","Latavius Murray",0
"34123","Latavius Murray",9
"34124","Latavius Murray",3
"34125","Latavius Murray",5
"34126","Latavius Murray",2
"34127","Latavius Murray",7
"34128","Latavius Murray",3
"34129","Latavius Murray",-4
"34130","Latavius Murray",2
"34131","Latavius Murray",1
"34132","Latavius Murray",1
"34133","Latavius Murray",15
"34134","Latavius Murray",2
"34135","Latavius Murray",0
"34136","Latavius Murray",3
"34137","Latavius Murray",1
"34138","Latavius Murray",3
"34139","Latavius Murray",4
"34140","Latavius Murray",5
"34141","Latavius Murray",14
"34142","Latavius Murray",2
"34143","Latavius Murray",2
"34144","Latavius Murray",5
"34145","Latavius Murray",1
"34146","Latavius Murray",2
"34147","Latavius Murray",5
"34148","Latavius Murray",4
"34149","Latavius Murray",6
"34150","Latavius Murray",4
"34151","Latavius Murray",-3
"34152","Latavius Murray",6
"34153","Latavius Murray",-1
"34154","Latavius Murray",16
"34155","Latavius Murray",-5
"34156","Latavius Murray",2
"34157","Latavius Murray",0
"34158","Latavius Murray",1
"34159","Latavius Murray",3
"34160","Latavius Murray",4
"34161","Latavius Murray",-5
"34162","Latavius Murray",5
"34163","Latavius Murray",-3
"34164","Latavius Murray",1
"34165","Latavius Murray",1
"34166","Latavius Murray",8
"34167","Latavius Murray",2
"34168","Latavius Murray",3
"34169","Latavius Murray",6
"34170","Latavius Murray",-1
"34171","Latavius Murray",1
"34172","Latavius Murray",-2
"34173","Latavius Murray",4
"34174","Latavius Murray",7
"34175","Latavius Murray",1
"34176","Latavius Murray",4
"34177","Latavius Murray",2
"34178","Latavius Murray",1
"34179","Latavius Murray",2
"34180","Latavius Murray",-1
"34181","Latavius Murray",7
"34182","Latavius Murray",6
"34183","Latavius Murray",5
"34184","Latavius Murray",5
"34185","Latavius Murray",4
"34186","Latavius Murray",35
"34187","Latavius Murray",4
"34188","Latavius Murray",2
"34189","Latavius Murray",2
"34190","Latavius Murray",6
"34191","Latavius Murray",-1
"34192","Latavius Murray",2
"34193","Latavius Murray",2
"34194","Latavius Murray",0
"34195","Latavius Murray",2
"34196","Latavius Murray",5
"34197","Latavius Murray",8
"34198","Latavius Murray",4
"34199","Latavius Murray",4
"34200","Latavius Murray",1
"34201","Latavius Murray",1
"34202","Latavius Murray",0
"34203","Latavius Murray",0
"34204","Latavius Murray",1
"34205","Latavius Murray",3
"34206","Latavius Murray",0
"34207","Latavius Murray",1
"34208","Latavius Murray",6
"34209","Latavius Murray",0
"34210","Latavius Murray",1
"34211","Latavius Murray",7
"34212","Latavius Murray",3
"34213","Latavius Murray",5
"34214","Latavius Murray",2
"34215","Latavius Murray",1
"34216","Latavius Murray",0
"34217","Latavius Murray",1
"34218","Latavius Murray",1
"34219","Latavius Murray",-5
"34220","Latavius Murray",7
"34221","Latavius Murray",3
"34222","Latavius Murray",12
"34223","Latavius Murray",2
"34224","Latavius Murray",1
"34225","Latavius Murray",0
"34226","Latavius Murray",-3
"34227","Latavius Murray",0
"34228","Latavius Murray",1
"34229","Latavius Murray",10
"34230","Latavius Murray",2
"34231","Latavius Murray",22
"34232","Latavius Murray",5
"34233","Latavius Murray",-1
"34234","Latavius Murray",3
"34235","Latavius Murray",0
"34236","Latavius Murray",3
"34237","Latavius Murray",2
"34238","Latavius Murray",-2
"34239","Latavius Murray",4
"34240","Latavius Murray",7
"34241","Latavius Murray",3
"34242","Latavius Murray",3
"34243","Latavius Murray",2
"34244","Latavius Murray",9
"34245","Latavius Murray",22
"34246","Latavius Murray",3
"34247","Latavius Murray",-3
"34248","Latavius Murray",4
"34249","Latavius Murray",3
"34250","Latavius Murray",8
"34251","Latavius Murray",5
"34252","Latavius Murray",7
"34253","Latavius Murray",-3
"34254","Latavius Murray",2
"34255","Latavius Murray",-1
"34256","Latavius Murray",-3
"34257","Latavius Murray",8
"34258","Latavius Murray",6
"34259","Latavius Murray",4
"34260","Latavius Murray",5
"34261","Latavius Murray",3
"34262","Latavius Murray",-1
"34263","Latavius Murray",4
"34264","Latavius Murray",-1
"34265","Latavius Murray",1
"34266","Latavius Murray",9
"34267","Latavius Murray",2
"34268","Latavius Murray",1
"34269","Latavius Murray",6
"34270","Latavius Murray",2
"17306","Latavius Murray",1
"17307","Latavius Murray",4
"17308","Latavius Murray",6
"17309","Latavius Murray",1
"17310","Latavius Murray",9
"17311","Latavius Murray",9
"17312","Latavius Murray",2
"17313","Latavius Murray",9
"17314","Latavius Murray",3
"17315","Latavius Murray",3
"17316","Latavius Murray",5
"17317","Latavius Murray",-1
"17318","Latavius Murray",10
"17319","Latavius Murray",-2
"17320","Latavius Murray",9
"17321","Latavius Murray",1
"17322","Latavius Murray",2
"17323","Latavius Murray",5
"17324","Latavius Murray",7
"17325","Latavius Murray",15
"17326","Latavius Murray",18
"17327","Latavius Murray",0
"17328","Latavius Murray",22
"17329","Latavius Murray",0
"17330","Latavius Murray",0
"17331","Latavius Murray",2
"17332","Latavius Murray",1
"17333","Latavius Murray",2
"17334","Latavius Murray",2
"17335","Latavius Murray",3
"17336","Latavius Murray",2
"17337","Latavius Murray",3
"17338","Latavius Murray",1
"17339","Latavius Murray",3
"17340","Latavius Murray",3
"17341","Latavius Murray",4
"17342","Latavius Murray",4
"17343","Latavius Murray",1
"17344","Latavius Murray",1
"17345","Latavius Murray",2
"17346","Latavius Murray",5
"17347","Latavius Murray",3
"17348","Latavius Murray",5
"17349","Latavius Murray",1
"17350","Latavius Murray",10
"17351","Latavius Murray",6
"17352","Latavius Murray",1
"17353","Latavius Murray",2
"17354","Latavius Murray",5
"17355","Latavius Murray",-2
"17356","Latavius Murray",0
"17357","Latavius Murray",7
"17358","Latavius Murray",-4
"17359","Latavius Murray",2
"17360","Latavius Murray",1
"17361","Latavius Murray",4
"17362","Latavius Murray",4
"17363","Latavius Murray",9
"17364","Latavius Murray",1
"17365","Latavius Murray",4
"17366","Latavius Murray",0
"17367","Latavius Murray",6
"17368","Latavius Murray",4
"17369","Latavius Murray",-2
"17370","Latavius Murray",7
"17371","Latavius Murray",6
"17372","Latavius Murray",2
"17373","Latavius Murray",1
"17374","Latavius Murray",19
"17375","Latavius Murray",5
"17376","Latavius Murray",8
"17377","Latavius Murray",1
"17378","Latavius Murray",3
"17379","Latavius Murray",6
"17380","Latavius Murray",8
"17381","Latavius Murray",0
"17382","Latavius Murray",1
"17383","Latavius Murray",1
"17384","Latavius Murray",42
"17385","Latavius Murray",1
"17386","Latavius Murray",3
"17387","Latavius Murray",5
"17388","Latavius Murray",5
"17389","Latavius Murray",8
"17390","Latavius Murray",3
"17391","Latavius Murray",3
"17392","Latavius Murray",1
"17393","Latavius Murray",13
"17394","Latavius Murray",-3
"17395","Latavius Murray",0
"17396","Latavius Murray",2
"17397","Latavius Murray",3
"17398","Latavius Murray",3
"17399","Latavius Murray",3
"17400","Latavius Murray",1
"17401","Latavius Murray",3
"17402","Latavius Murray",3
"17403","Latavius Murray",4
"17404","Latavius Murray",2
"17405","Latavius Murray",3
"17406","Latavius Murray",6
"17407","Latavius Murray",2
"17408","Latavius Murray",-4
"17409","Latavius Murray",2
"17410","Latavius Murray",2
"17411","Latavius Murray",6
"17412","Latavius Murray",-3
"17413","Latavius Murray",4
"17414","Latavius Murray",1
"17415","Latavius Murray",2
"17416","Latavius Murray",3
"17417","Latavius Murray",4
"17418","Latavius Murray",4
"17419","Latavius Murray",3
"17420","Latavius Murray",2
"17421","Latavius Murray",5
"17422","Latavius Murray",7
"17423","Latavius Murray",2
"17424","Latavius Murray",2
"17425","Latavius Murray",1
"17426","Latavius Murray",5
"17427","Latavius Murray",0
"17428","Latavius Murray",22
"17429","Latavius Murray",1
"17430","Latavius Murray",0
"17431","Latavius Murray",0
"17432","Latavius Murray",11
"17433","Latavius Murray",2
"17434","Latavius Murray",14
"17435","Latavius Murray",2
"17436","Latavius Murray",1
"17437","Latavius Murray",0
"17438","Latavius Murray",5
"17439","Latavius Murray",3
"17440","Latavius Murray",2
"17441","Latavius Murray",4
"17442","Latavius Murray",3
"17443","Latavius Murray",2
"17444","Latavius Murray",2
"17445","Latavius Murray",3
"17446","Latavius Murray",0
"17447","Latavius Murray",5
"17448","Latavius Murray",2
"17449","Latavius Murray",5
"17450","Latavius Murray",0
"17451","Latavius Murray",7
"17452","Latavius Murray",4
"17453","Latavius Murray",7
"17454","Latavius Murray",2
"17455","Latavius Murray",11
"17456","Latavius Murray",5
"17457","Latavius Murray",1
"17458","Latavius Murray",4
"17459","Latavius Murray",11
"17460","Latavius Murray",3
"17461","Latavius Murray",7
"17462","Latavius Murray",1
"17463","Latavius Murray",8
"17464","Latavius Murray",12
"17465","Latavius Murray",3
"17466","Latavius Murray",2
"17467","Latavius Murray",3
"17468","Latavius Murray",4
"17469","Latavius Murray",-4
"17470","Latavius Murray",4
"17471","Latavius Murray",4
"17472","Latavius Murray",9
"17473","Latavius Murray",33
"17474","Latavius Murray",3
"17475","Latavius Murray",0
"17476","Latavius Murray",0
"17477","Latavius Murray",0
"17478","Latavius Murray",-1
"17479","Latavius Murray",27
"17480","Latavius Murray",2
"17481","Latavius Murray",-2
"17482","Latavius Murray",7
"17483","Latavius Murray",8
"17484","Latavius Murray",-1
"17485","Latavius Murray",0
"17486","Latavius Murray",-1
"17487","Latavius Murray",3
"17488","Latavius Murray",0
"17489","Latavius Murray",8
"17490","Latavius Murray",5
"17491","Latavius Murray",3
"17492","Latavius Murray",1
"17493","Latavius Murray",3
"17494","Latavius Murray",4
"17495","Latavius Murray",2
"17496","Latavius Murray",2
"17497","Latavius Murray",1
"17498","Latavius Murray",5
"17499","Latavius Murray",-1
"17500","Latavius Murray",4
"9528","Latavius Murray",3
"9529","Latavius Murray",3
"9530","Latavius Murray",0
"9531","Latavius Murray",2
"9532","Latavius Murray",4
"9533","Latavius Murray",3
"9534","Latavius Murray",2
"9535","Latavius Murray",5
"9536","Latavius Murray",2
"9537","Latavius Murray",3
"9538","Latavius Murray",5
"9539","Latavius Murray",1
"9540","Latavius Murray",4
"9541","Latavius Murray",1
"9542","Latavius Murray",8
"9543","Latavius Murray",4
"9544","Latavius Murray",4
"9545","Latavius Murray",3
"9546","Latavius Murray",3
"9547","Latavius Murray",3
"9548","Latavius Murray",2
"9549","Latavius Murray",2
"9550","Latavius Murray",3
"9551","Latavius Murray",1
"9552","Latavius Murray",-1
"9553","Latavius Murray",-1
"9554","Latavius Murray",3
"9555","Latavius Murray",10
"9556","Latavius Murray",-1
"9557","Latavius Murray",2
"9558","Latavius Murray",7
"9559","Latavius Murray",-1
"9560","Latavius Murray",4
"9561","Latavius Murray",-2
"9562","Latavius Murray",-3
"9563","Latavius Murray",0
"9564","Latavius Murray",4
"9565","Latavius Murray",-2
"9566","Latavius Murray",3
"9567","Latavius Murray",3
"9568","Latavius Murray",1
"9569","Latavius Murray",-3
"9570","Latavius Murray",6
"9571","Latavius Murray",7
"9572","Latavius Murray",8
"9573","Latavius Murray",3
"9574","Latavius Murray",3
"9575","Latavius Murray",1
"9576","Latavius Murray",7
"9577","Latavius Murray",35
"9578","Latavius Murray",9
"9579","Latavius Murray",-2
"9580","Latavius Murray",29
"9581","Latavius Murray",0
"9582","Latavius Murray",1
"9583","Latavius Murray",4
"9584","Latavius Murray",-1
"9585","Latavius Murray",0
"9586","Latavius Murray",6
"9587","Latavius Murray",2
"9588","Latavius Murray",-1
"9589","Latavius Murray",1
"9590","Latavius Murray",4
"9591","Latavius Murray",2
"9592","Latavius Murray",4
"9593","Latavius Murray",10
"9594","Latavius Murray",-2
"9595","Latavius Murray",8
"9596","Latavius Murray",1
"9597","Latavius Murray",1
"9598","Latavius Murray",4
"9599","Latavius Murray",0
"9600","Latavius Murray",1
"9601","Latavius Murray",-2
"9602","Latavius Murray",8
"9603","Latavius Murray",-3
"9604","Latavius Murray",2
"9605","Latavius Murray",-1
"9606","Latavius Murray",14
"9607","Latavius Murray",1
"9608","Latavius Murray",1
"9609","Latavius Murray",2
"9610","Latavius Murray",1
"9611","Latavius Murray",4
"9612","Latavius Murray",7
"9613","Latavius Murray",13
"9614","Latavius Murray",5
"9615","Latavius Murray",5
"9616","Latavius Murray",0
"9617","Latavius Murray",3
"9618","Latavius Murray",5
"9619","Latavius Murray",4
"9620","Latavius Murray",1
"9621","Latavius Murray",0
"9622","Latavius Murray",2
"9623","Latavius Murray",2
"9624","Latavius Murray",-3
"9625","Latavius Murray",13
"9626","Latavius Murray",0
"9627","Latavius Murray",8
"9628","Latavius Murray",3
"9629","Latavius Murray",-4
"9630","Latavius Murray",25
"9631","Latavius Murray",2
"9632","Latavius Murray",0
"9633","Latavius Murray",2
"9634","Latavius Murray",2
"9635","Latavius Murray",34
"9636","Latavius Murray",9
"9637","Latavius Murray",2
"9638","Latavius Murray",2
"9639","Latavius Murray",0
"9640","Latavius Murray",10
"9641","Latavius Murray",1
"9642","Latavius Murray",1
"9643","Latavius Murray",4
"9644","Latavius Murray",3
"9645","Latavius Murray",-1
"9646","Latavius Murray",46
"9647","Latavius Murray",2
"9648","Latavius Murray",2
"9649","Latavius Murray",-4
"9650","Latavius Murray",2
"9651","Latavius Murray",3
"9652","Latavius Murray",2
"9653","Latavius Murray",1
"9654","Latavius Murray",1
"9655","Latavius Murray",5
"9656","Latavius Murray",1
"9657","Latavius Murray",3
"9658","Latavius Murray",1
"9659","Latavius Murray",4
"9660","Latavius Murray",8
"9661","Latavius Murray",0
"9662","Latavius Murray",2
"9663","Latavius Murray",30
"9664","Latavius Murray",-2
"9665","Latavius Murray",1
"9666","Latavius Murray",0
"9667","Latavius Murray",6
"9668","Latavius Murray",3
"9669","Latavius Murray",7
"9670","Latavius Murray",2
"9671","Latavius Murray",3
"9672","Latavius Murray",8
"9673","Latavius Murray",3
"9674","Latavius Murray",3
"9675","Latavius Murray",-4
"9676","Latavius Murray",2
"9677","Latavius Murray",4
"9678","Latavius Murray",-2
"9679","Latavius Murray",11
"9680","Latavius Murray",-3
"9681","Latavius Murray",3
"9682","Latavius Murray",0
"9683","Latavius Murray",3
"9684","Latavius Murray",1
"9685","Latavius Murray",1
"9686","Latavius Murray",2
"9687","Latavius Murray",4
"9688","Latavius Murray",6
"9689","Latavius Murray",1
"9690","Latavius Murray",4
"9691","Latavius Murray",-1
"9692","Latavius Murray",12
"9693","Latavius Murray",14
"9694","Latavius Murray",0
"9695","Latavius Murray",0
